YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST FLAG,PREVIOUS_FLAG,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL
2018,7711957,Youpwe,Hopper/Dredger,1808,,1978,,,Cameroon Govt,Cameroon,Cameroon Ports,Cameroon Ports,Cameroon,Douala,Cameroon,18-Oct
2018,9191333,Astute,Tanker,58288,17092,1999,,Marshall Islands,Teekay Corp,Canada,Teekay Chartering Ltd,1999 Constitution Trust,United States Of America,Chittagong,Bangladesh,17-Dec
2018,9200926,Lion Ii,Shuttle Tanker,58117,17689,1999,,Bahamas,Teekay Corp,Canada,Teekay Chartering Ltd,Teekay Navion Offshore Loading,Singapore,Alang,India,17-Dec
2018,7221251,Algoway,Canada,"16,186","6,594",1972,,,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Port Colborne,Canada,18-Jun
2018,7432783,Oma,"Bulk Carrier, Great Laker",22887,9042,1976,,Canada,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Aliaga,Turkey,18-Jun
2018,6613299,Oste,"Bulk Carrier, Great Laker",18423,7953,1966,,,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Aliaga,Turkey,18-Jun
2018,6805531,Algorail,"Bulk Carrier, Great Laker",16157,,1968,,,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Port Colborne,Canada,18-Jul
2018,5104382,English River,Cement Carrier,6729,,1961,,,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Port Colborne,Canada,18-Jul
2018,7423093,Gola,"Bulk Carrier, Great Laker",22851,9346,1977,,Canada,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Aliaga,Turkey,18-Jul
2018,9145188,Navion Britannia,Shuttle Tanker,72110,28353,1998,,,Teekay Corp,Canada,Teekay Shipping Norway AS,Teekay Navion Offshore Loading,Singapore,Alang,India,18-Jul
2018,5234395,Icto,"Bulk Carrier, Great Laker",13167,7992,1943,,Canada,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Aliaga,Turkey,18-Sep
2018,7802809,Jane Ann Iv,Tug,991,,1978,,,TGL Marine Holdings ULC,Canada,Purvis Marine,TGL Marine Holdings,United States Of America,,United States Of America,18-Oct
2018,6913596,Fraser Titan,Hopper/Dredger,3289,,1969,,,Fraser River Pile & Dredge GP,Canada,Fraser River Pile & Dredge GP,Graymar Equipment 2008 Ltd,Canada,Port Colborne,Canada,18-Nov
2018,6514900,Stephen B. Roman,Cement Carrier,7019,3604,1965,,Canada,McKeil Marine Ltd,Canada,Redwise Maritime Services BV,McKeil Work Boats GP Inc,Canada,Aliaga,Turkey,18-Dec
2018,8813104,Andesgas,Liquefied Gas Tanker,11822,6593,1991,,,Ultranav Naviera Ltda,Chile,Humboldt Administradora,Posavina Shipping Inc,Panama,Alang,India,18-Aug
2018,7433610,Braztra I,Bulk Carrier,22011,8856,1980,,Brazil,CSAV,Chile,Libra,Libra,Brazil,Alang,India,18-Sep
2018,8403674,An Ji 1,Vehicles Carrier,4651,2270,1984,,,Anji Automotive Logistics Co,China,Shanghai Ansheng Automotive,Shanghai Ansheng Automotive,"China, People's Republic Of",Unknown,China,18-Jan
2018,7922312,Dong Fang Yong Shi 3,Tug/Supply Ship (O.R.S.V.),1621,1899,1980,,Panama,Sinopec,China,Sinopec Offshore Oilfield Serv,Sinopec Offshore Oilfield Serv,China  ,Unknown,China,18-Jan
2018,8920000,Dolphin,Liquefied Gas Tanker,44637,16365,1990,,Liberia,KunLun Holding Co Ltd,China,Kunlun Shipping Co Ltd,Sea Dolphin Co Ltd-LIB,Liberia,Chittagong,Bangladesh,18-Mar
2018,9060120,Hai Liang,"Ferry, Twin-Hull",518,,1993,,,China Govt,China,Zhuhai High-Speed Passenger,Zhuhai High-Speed Passenger,"China, People's Republic Of",Unknown,China,18-Mar
2018,9028029,Jia,Passenger,7717,5069,1986,,China,Enn Marine Shipping Company Limited,China,Shanghai Flight & Traffic,Shanghai Wanbang Cruise,China,Alang,India,18-Mar
2018,8032683,Kang An 1,Unknown,"1,931",,1980,,,Ever Maru Shipping SA,China,Korea Kangan Shipping Co Ltd,Universal Imp & Exp Trading Co,"Hong Kong, China",Unknown,Unknown,18-Apr
2018,8130837,Ming Hang,Refrigerated Cargo,6183,3985,1982,,,For-Shine International Shipping Company Limited,China,East Maritime Services SA,Qihang International Shpg-HKG,Hong Kong,Chittagong,Bangladesh,18-Apr
2018,9003835,Pacific Voyager,General Cargo,18391,9401,1991,,,Hubei Qintai Shipping Company Limited,China,Hubei Qin Tai Shipping Co Ltd,Bayview Shipping Business SA,Panama,Alang,India,18-Apr
2018,8021971,Zhen 9,Heavy-Load Carrier,28896,15690,1982,,,Shanghai Zhenhua Port,China,Shanghai Zhenhua Shipping Co,Zhen Hua 9 Shipping - SVG,St Vincent & The Grenadines,Gadani,Pakistan,18-Apr
2018,9184603,Pacific Silver,Tanker,56943,16505,2000,,,Bank of Communications,China,Sinokor Maritime Co Ltd,Haochi International Ship,Hong Kong,Gadani,Pakistan,18-May
2018,8604979,Qian Hai,Bulk Carrier,14929,5571,1986,,,China Govt,China,Shenzhen Shekou Shpg & Trans,Hong Kong Runyang Shipping Ltd,Hong Kong,Chittagong,Bangladesh,18-May
2018,8408545,Xin Ning Jiang,Bulk Carrier,26843,8736,1985,,,Guangdong Yudean Group Co Ltd,China,Guangdong Haidian Shpg Co Ltd,Guangdong Haidian Shpg Co Ltd,China,Jiangmen,China,18-May
2018,8814299,Zhong Xiang,Refrigerated Cargo,10629,6415,1992,,,Hua Yang International Marine Transportation Company Limited,China,Zhong Xiang Shipping Ltd,Zhong Xiang Shipping Ltd,Liberia,Gadani,Pakistan,18-May
2018,7908770,Fortuna Reefer,Refrigerated Cargo,3493,,1980,,,Shandong Zhonglu Fishery Shpg,China,Shandong Zhonglu Fishery Shpg,Kingfishers Shipping Co Ltd,"Virgin Islands, British",Chittagong,Bangladesh,18-Aug
2018,8910720,Stal,Liquefied Gas Tanker,44490,16489,1991,,Panama,Tianjin Southwest Maritime,China,Sinogas Management Pte Ltd,Marine Pearl Ltd,"Hong Kong, China",Chittagong,Bangladesh,18-Aug
2018,8614223,Li Liang,General Cargo,5755,3396,1987,,,Youfang Fang,China,Ju Ye Marine Co Ltd,Ju Ye Shipping Co Ltd,Seychelles,Chittagong,Bangladesh,18-Oct
2018,7929762,Hua Jian 109,Refrigerated Cargo,4056,2716,1980,,,China Govt,China    ,United Ocean Transportation,United Ocean Transportation,Hong Kong,Alang,India,18-Mar
2018,8317356,Hai Feng 628,Refrigerated Cargo,6268,4021,1984,,,China National Fisheries Corp,China    ,China National Fisheries Corp,Mexon Shipping Ltd,Hong Kong,Alang,India,18-Jun
2018,9067453,Xing Zhong,Unknown,560,137,1993,,,China Govt,China    ,Chu Kong Shipping Enterprises,Zhongshan Hong Kong Passenger,"China, People's Republic Of",Unknown,China,18-Jun
2018,8618865,Huan Yu 1,Refrigerated Cargo,7212,4161,1989,,,Greatsources Shipping,China    ,Win Ray Investment Group Co,Win Ray Investment Group Co,"Hong Kong, China",Alang,India,18-Aug
2018,8008761,Zhen 3,Heavy-Load Carrier,37743,,1983,,,Shanghai Zhenhua Port,China    ,Shanghai Zhenhua Shipping Co,Zhen Hua 13 Shipping - SVG,St Vincent & The Grenadines,Gadani,Pakistan,18-Sep
2018,8410433,Fu Yuan Yu F32,Fish Carrier,656,,1984,,,Fuzhou Hailing Shipping Co Ltd,China    ,Fuzhou Hailing Shipping Co Ltd,Fuzhou Hailing Shipping Co Ltd,"China, People's Republic Of",Unknown,China,18-Oct
2018,8507341,Song Shi Hai,Bulk Carrier,15813,5521,1985,,,China Shenhua Energy Co Ltd,China    ,Tianjin Yuanhua Shipping Co,Tianjin Yuanhua Shipping Co,"China, People's Republic Of",Unknown,China,18-Oct
2018,9067465,Tai Shan,"Ferry, Twin-Hull",560,,1993,,,China Merchants Group Ltd,China    ,Shenzhen Xunlong Shipping Ltd,Shenzhen Xunlong Shipping Ltd,"China, People's Republic Of",Unknown,China,18-Oct
2018,8011029,Da Ping 1,Refrigerated Cargo,2453,,1980,,,China Govt,China    ,Donggang Daping Fishery Co Ltd,Daping Ocean Shipping Inc,Panama,Unknown,China,18-Nov
2018,9070553,Gao Ming,"Ferry, Twin-Hull",524,132,1993,,,China Govt,China    ,Yuet Hing Marine Supplies Co,Ming Zhu Passenger Transport,"China, People's Republic Of",Unknown,China,18-Nov
2018,7812074,Chan Han 6,Refrigerated Cargo,3835,2309,1980,,,Chan Fong Transport Co Ltd,China    ,Chan Fong Transport Co Ltd,Chang Fong Transport Co Ltd,"Hong Kong, China",Chittagong,Bangladesh,18-Dec
2018,7425209,Nosac,Roro Cargo/Ferry,1226,,1975,,Croatia,Linijska Nacionalna Plovidba d.d.,Croatia,Linijska Nacionalna Plovidba,Linijska Nacionalna Plovidba,Croatia,Aliaga,Turkey,18-Jan
2018,8206985,Brodospas Moon,Tug/Supply Ship (O.R.S.V.),1632,,1986,,,Brodospas dd,Croatia,Brodospas dd,Croatia Shipping Ltd,St Vincent & The Grenadines,Aliaga,Turkey,18-Oct
2018,7432135,Turdus,General Cargo,1263,,1976,,,Nautilus Shipping Overseas,Cuba,Nautilus Shipping Overseas,Sevenhill Overseas SA,Panama,Unknown,Cuba,18-Mar
2018,8015661,Krakow,Bulk Carrier,40504,15324,1982,,,SMT Shipping Cyprus Ltd,Cyprus,SMT Shipping Cyprus Ltd,Krakow Chartering Co Ltd,Marshall Islands,Alang,India,18-Jan
2018,8606460,Northern Explorer,Research,3072,2106,1987,,,SeaBird Exploration PLC,Cyprus,Seabird Exploration Cyprus Ltd,Sana Navigation Co Ltd,Cyprus,Alang,India,18-Feb
2018,8604266,Prayast,Roro Cargo,26906,10829,1987,,Indonesia,Newbury Holdings 2,Cyprus,Arpeni Pratama Ocean Line,Jagat Zamrud Khatulistiwa PT,Indonesia,Alang,India,18-Apr
2018,7715953,Smt Bontrup,Bulk Carrier,30995,15109,1979,,,SMT Shipping Cyprus Ltd,Cyprus,SMT Shipmanagement & Trans-POL,SMT Bontrup Ltd,Marshall Islands,Alang,India,18-Jun
2018,6821080,Aegean,Passenger,15781,9466,1968,,Malta,Louis Plc,Cyprus,Louis PLC,Teal Shipping SA,Marshall Islands,Alang,India,18-Jul
2018,8024014,La Spirit,Passenger,33930,18234,1983,,Malta,Louis Plc,Cyprus,Marella Cruises,Spirit Trading Opco LLC,Marshall Islands,Alang,India,18-Dec
2018,8755091,Tori,"Platform, Semi-Submersible",10583,18632,1983,,Singapore,Prosafe SE,Cyprus,Prosafe Offshore Pte Ltd,Prosafe Rigs Pte Ltd,Singapore,Alang,India,18-Dec
2018,8715883,Sigloo Hav,Liquefied Gas Tanker,11191,6861,1989,,,Evergas A/S,Denmark,E3 Pool A/S,Evergas A/S,Denmark,Alang,India,18-Feb
2018,8127579,Esvagt Gamma,Tug/Supply Ship (O.R.S.V.),1361,,1985,,,Esvagt A/S,Denmark,Esvagt A/S,Esvagt A/S,Denmark,Grenaa,Denmark,18-Mar
2018,8820951,Leader,Tanker,43398,14830,1990,,Liberia,Monjasa Holding A/S,Denmark,Monjasa Holding A/S,African Leader Shipping ApS,Denmark,Alang,India,18-Mar
2018,9168219,Phuket,Container Ship,31333,12400,1998,,Singapore,AP Moller ,Denmark,Maersk Line A/S,Moller Singapore AP Pte Ltd,Singapore,Alang,India,18-May
2018,9174581,Razo,Tanker,35770,12198,1999,,Ecuador,FLOPEC,Ecuador,Panamax International LLC,FLOPEC,Ecuador,Chittagong,Bangladesh,18-Mar
2018,9174579,Cotop,Tanker,35770,12236,1999,,Ecuador,FLOPEC,Ecuador,FLOPEC,FLOPEC,Ecuador,Chittagong,Bangladesh,18-May
2018,7827110,Asad Al-Bahr,Supply Ship (O.R.S.V.),672,,1979,,Sierra Leone,Ships & Boats Oil Services,Egypt,Ships & Boats Oil Services,Star Offshore Services Ltd,Marshall Islands,Aliaga,Turkey,18-Aug
2018,7401019,Misr Gulf Xii,Tug/Supply Ship (O.R.S.V.),999,,1975,,,MISR Gulf Shipping & Offshore,Egypt,Misr Gulf Shipping & Offshore,Misr Gulf Shipping & Offshore,Egypt,Aliaga,Turkey,18-Sep
2018,7431143,Shahd 1,General Cargo,2920,1727,1977,,,Feast Marine Shipping Agency,Egypt,Feast Marine Shipping Agency,Feast Maritime Shipping,Marshall Islands,Gadani,Pakistan,18-Nov
2018,8714396,Beinisvord,Fishing,596,,1989,,,Sp/f Sancy Trawl,Faroe Islands,Augustinussen P,Sancy Trawl Sp/f,Faeroe Islands,Grenaa,Denmark,18-Mar
2018,9154232,Britannia,Tanker,56115,16596,1998,,Bahamas,Lundqvist Rederierna AB,Finland,Lundqvist Rederierna AB,Shinobu Shipping Co Ltd,Bahamas,Alang,India,18-Feb
2018,7703106,Vn Partisan,Supply Ship (O.R.S.V.),2342,,1978,,,Seaowl France,France,SeaOwl France,Partisan Ltd,Gibraltar,Brest,France,18-Feb
2018,7209253,Tiffany S,Refrigerated Cgo/Fish Carrier,1729,,1972,,,Fransov S.A.S.,France,Sea First International,Daz Maritime,Panama,Klaipeda,Lithuania,18-Mar
2018,9077276,Pineza,Container Ship,64502,24072,1996,,Malta,CMA CGM S.A,France,APL LLC,APL LLC,United States Of America,Alang,India,18-Nov
2018,7813391,Kura Ora Ii,General Cargo,1113,,1979,,,SARL Compagnie Maritime des Tuamotu,France,CTMIT,CTMIT,French Polynesia,Unknown,Unknown,18-Dec
2018,9064334,Bonavia,Container Ship,23691,10383,1995,,,Dauelsberg H,Germany,Gold Star Line Ltd,Bonavia Schiffahrts,Germany,Chittagong,Bangladesh,17-Dec
2018,9147693,Bbc Lena,General Cargo,8388,5836,1998,,,Oltmann Gruppe GmbH & Co KG,Germany,Jungerhans Maritime Services,Lena J Schifffahrts UG,Germany,Alang,India,18-Mar
2018,9205079,Valentine,Tanker,159187,43308,2000,,Panama,Dr Peters GmbH & Co KG,Germany,DS Tankers GmbH & Co KG,Titan Glory GmbH,Germany,Alang,India,18-Mar
2018,9179622,Sun-Ii,Tanker,40705,15338,2000,,,Hansa Hamburg Shipping,Germany,Jacob Panamax Tanker Pool,Los Roques mbH & Co KG,Germany,Chittagong,Bangladesh,18-Apr
2018,9169689,Warrior,Tanker,79669,21772,1998,,Liberia,Dr Peters GmbH & Co KG,Germany,Blue Fin Tankers Inc,Front Warrior GmbH & Co,Germany,Chittagong,Bangladesh,18-Apr
2018,9108154,Ada,Tanker,159422,42971,1997,,Panama,Dr Peters GmbH & Co KG,Germany,DS Tankers GmbH & Co KG,C Bright GmbH & Co,Germany,Gadani,Pakistan,18-May
2018,9203289,Tor,Tanker,157831,42107,2001,,Panama,Dr Peters GmbH & Co KG,Germany,DS Tankers GmbH & Co KG,Mercury Glory KG,Germany,Gadani,Pakistan,18-Jun
2018,8912742,Esm Cremona,Container Ship,9600,5248,1992,,,Esmeralda Schiffahrts,Germany,Esmeralda Schiffahrts,Cremona Schifffahrts,Germany,Chittagong,Bangladesh,18-Aug
2018,9151905,Grey,General Cargo,23401,10363,1998,,Marshall Islands,Vineta GmbH,Germany,MACS Maritime Carrier Shipping,Grey Fox Shipping GmbH & Co KG,Germany,Gadani,Pakistan,18-Aug
2018,9186651,Bahama,Tanker,57947,16616,1998,,Liberia,Dr Peters GmbH & Co KG,Germany,Sakura Tankers Inc,Teekay Spirit GmbH & Co,Germany,Chittagong,Bangladesh,18-Sep
2018,9268904,Pro,Tanker,39272,12553,2003,,Liberia,Dr Peters GmbH & Co KG,Germany,Star Tankers Inc,Sunlight Venture GmbH & Co KG,Germany,Chittagong,Bangladesh,18-Sep
2018,9172868,Tina,Tanker,159463,45476,2000,,Liberia,Dr Peters GmbH & Co KG,Germany,Magellan Chartering Services,Front Tina GmbH & Co,Germany,Chittagong,Bangladesh,18-Sep
2018,9148635,Volt,Tanker,156417,41557,1999,,Marshall Islands,Schulte Group,Germany,DS Tankers GmbH & Co KG,Ashna GmbH & Co,Germany,Gadani,Pakistan,18-Oct
2018,9122447,Magn,Container Ship,23828,10278,1996,,Singapore,Bunnemann Group,Germany,Asiatic Lloyd Shipping Pte Ltd,Magnavia Shipping Pte Ltd,Singapore,Chittagong,Bangladesh,18-Nov
2018,9235103,Othen,Container Ship,65131,23349,2002,,Portugal,Conti Holding GmbH & Company KG,Germany,ANL Container Line Pty Ltd,Conti 10 Conti Goteborg,Germany,Alang,India,18-Dec
2018,9011002,Ocean Breeze,Tanker,3734,2239,1992,,,Ionian Transport Inc,Greece,Ionian Shipping & Trading,Ocean Liberty Ltd,Marshall Islands,Aliaga,Turkey,17-Dec
2018,9127411,S Naxos,Shuttle Tanker,58269,17248,1997,,Panama,New Shipping Ltd-LIB,Greece,New Shipping Ltd-LIB,Soprano SA,Liberia,Alang,India,17-Dec
2018,9044401,Ebra,Tanker,23188,8694,1993,,Panama,IMS SA,Greece,Unknown,Unknown,Unknown,Alang,India,18-Jan
2018,9133862,Enterprise,Bulk Carrier,85034,20437,1997,,,Nicholas G Moundreas Shipping,Greece,NGM Energy SA,Consorte Navigation Corp,Marshall Islands,Gadani,Pakistan,18-Jan
2018,7617797,Med Fos,Tug/Supply Ship (O.R.S.V.),640,,1977,,,Five Oceans Salvage,Greece,Five Oceans Salvage,FOS Maritime Co,Greece,Aliaga,Turkey,18-Jan
2018,8102529,Red Sea Fos,Tug/Supply Ship (O.R.S.V.),1316,,1982,,,Five Oceans Salvage,Greece,Five Oceans Salvage,Red Sea FOS Shipping Ltd,Liberia,Aliaga,Turkey,18-Jan
2018,9107710,Vision,Tanker,80637,22444,1996,,Liberia,New Shipping Ltd-LIB,Greece,New Shipping Ltd-LIB,Diamond Port Shipping Corp,Liberia,Alang,India,18-Jan
2018,7024548,Capetan Michalis,Tanker,918,728,1970,,,Michael Spanos,Greece,Windforce Maritime Co,Windforce Maritime Co,Marshall Islands,Aliaga,Turkey,18-Feb
2018,9121003,Limar,Tanker,28357,9710,1996,,,Chartworld Shipping Corp,Greece,Leporis Shipping Corp,Leporis Shipping Corp,Marshall Islands,Alang,India,18-Feb
2018,8405438,Zenith Star,Tanker,4509,2576,1984,,,Fairdeal Group Management S.A.,Greece,Aurum Ship Management FZC,Zenith Fuel & Energy Ltd,Liberia,Alang,India,18-Feb
2018,9387097,Jersey,Container Ship,54828,22002,2006,,Marshall Islands,Diana Shipping Incorporated,Greece,Green Ocean Ship Management,Astir Maritime No 1 Ltd,Marshall Islands,Chittagong,Bangladesh,18-Mar
2018,9133848,S Tajimare,Tanker,148330,38111,1996,,Malta,Dynacom Tankers Management Ltd,Greece,Dynacom Tankers Management Ltd,Indochina Ltd,Malta,Chittagong,Bangladesh,18-Mar
2018,9031961,S Umnenga,Tanker,39265,13085,1993,,Liberia,Aegean Marine Petroleum,Greece,Aegean Bunkering Services Inc,Aegean Tanking SA,Liberia,Chittagong,Bangladesh,18-Mar
2018,9118458,Shannen,Tanker,80637,22342,1996,,Liberia,Dynacom Tankers Management Ltd,Greece,Dynacom Tankers Management Ltd,Haven Finance Inc,Liberia,Chittagong,Bangladesh,18-Mar
2018,9177167,Eros,Tanker,152139,38979,2000,,Liberia,Aeolos Management SA,Greece,Andros Maritime Agencies Ltd,Poros Shipping Co,Liberia,Chittagong,Bangladesh,18-Apr
2018,9110597,Motaleb,Tanker,56951,16639,1996,,Liberia,Centrofin Management Inc,Greece,Marine Trust Ltd,Eurostar Maritime SA,Liberia,Chittagong,Bangladesh,18-Apr
2018,8208311,Neptune Ploes,Vehicles Carrier,13251,5058,1983,,,Neptune Lines Shipping,Greece,Neptune Lines Shipping,Ploes Shipping,Malta,Alang,India,18-Apr
2018,9113408,Briz,Tanker,53371,16042,1996,,Liberia,Unit Maritime Tankers SA,Greece,Unit Maritime Tankers SA,Brizo Shipping SA,Liberia,Gadani,Pakistan,18-May
2018,9171840,Ema,Tanker,62619,17684,1999,,Liberia,Iliopoulos family group of companies,Greece,ProPer In Management Inc,Gemini Development Management,Marshall Islands,Gadani,Pakistan,18-May
2018,8007121,Hellas M,Tanker,2804,1875,1980,,,Okarina Navigation Shipping Company,Greece,Okarina Navigation Shipping Co,Al Batat MAH,United Arab Emirates,Alang,India,18-May
2018,8405971,Isis Gas,Liquefied Gas Tanker,48330,19562,1985,,,Galaxy Maritime Enterprises SA,Greece,Benelux Overseas Inc,Silver Arrow Navigation Inc,Panama,Gadani,Pakistan,18-May
2018,9116943,Kriti,Tanker,76953,21642,1996,,Liberia,N.J. Vardinoyannis Group,Greece,Avin International Ltd,Allium Marine Co,Liberia,Gadani,Pakistan,18-May
2018,8209080,Mustafa-M,General Cargo,5456,2597,1982,,,Individual Shipping Limited,Greece,Individual Shipping Ltd,Braves Shipping Co,Liberia,Alang,India,18-May
2018,9181522,Pacific Energy,Tanker,57949,16425,1998,,,LL Energy SA,Greece,LL Energy SA,Pacific Energy Inc,Liberia,Gadani,Pakistan,18-May
2018,9075008,Platinum,Tanker,31330,12450,1996,,,Avin International SA,Greece,Avin International Ltd,Platinum ENE,Greece,Chittagong,Bangladesh,18-May
2018,9212876,S Mistral,Tanker,159414,46703,2000,,Greece,Cavodoro Shipping Corp,Greece,Cavodoro Shipping Corp,Augustine Navigation Inc,Liberia,Gadani,Pakistan,18-May
2018,9056117,Symeon Ii,Tanker,147012,32541,1994,,Dominica,Polembros Shipping Ltd,Greece,Polembros Shipping Ltd,Platon Shipping Corp,Liberia,Gadani,Pakistan,18-May
2018,8906822,Alexia 2,Tanker,53724,13734,1990,,,Chandris Group,Greece,International Marine Mgmt Co,Pyramid Navigation Co ESA,Egypt,Alang,India,18-Jun
2018,9158903,Elle,Tanker,156692,41827,1998,,Panama,Tsakos Group of Companies,Greece,Tsakos Shipping & Trading SA,Oak Shipping Co Ltd,Liberia,Chittagong,Bangladesh,18-Jun
2018,9111046,Hydroussa,Tanker,28027,11137,1996,,,Dileton Maritime,Greece,Dileton Maritime,Benamor Trading Corp,Liberia,Gadani,Pakistan,18-Jun
2018,9157698,Itea,Container Ship,39582,15804,1998,,Liberia,Costamare Inc,Greece,Costamare Shipping Co SA,Valli Shipping Co,Liberia,Alang,India,18-Jun
2018,9160190,Kym,Tanker,156505,42773,1998,,Liberia,Aeolos Management SA,Greece,Andros Maritime Agencies Ltd,Kimolos Maritime Corp,Liberia,Gadani,Pakistan,18-Jun
2018,7390507,Master,Waste Disposal Ship,46100,16103,1977,,Unknown,Hellenic Slops,Greece,Hellenic Slops,Ikologiki NE,Greece,Alang,India,18-Jun
2018,7405015,Misr Gas,Liquefied Gas Tanker,9367,5891,1976,,,Galaxy Maritime Enterprises SA,Greece,Benelux Overseas Inc,Sterling Shipholding SA,Liberia,Alang,India,18-Jun
2018,9181546,S Friendship,Tanker,149371,38698,1999,,Panama,New Shipping Ltd-LIB,Greece,New Shipping Ltd-LIB,Quality Shipping SA,Liberia,Gadani,Pakistan,18-Jun
2018,9202716,S Millennium,Tanker,157093,41552,2000,,,Delta Tankers Ltd,Greece,Delta Tankers Ltd,Aeneas Co Inc,Marshall Islands,Gadani,Pakistan,18-Jun
2018,8001763,Sdec United,Liquefied Gas Tanker,48422,21377,1982,,Panama,Naftomar Shipping & Trading Co,Greece,Naftomar Shipping & Trading Co,Naftsea Shipping & Trading,Panama,Alang,India,18-Jun
2018,9017276,Taganrogskiy Zaliv,Refrigerated Cargo,10629,6269,1993,,,Laskaridis Family,Greece,Lavinia Corp,Merlin Marine Corp,Liberia,Alang,India,18-Jun
2018,7405027,Arzew Gas,Liquefied Gas Tanker,9367,5798,1976,,,Galaxy Maritime Enterprises SA,Greece,Benelux Overseas Inc,Pyramid Navigation Inc,Liberia,Alang,India,18-Jul
2018,9052642,Boss,Tanker,25669,10022,1993,,Bahamas,Polys Haji-Ioannou Group,Greece,World Tankers Management Pte,Pafos Shipping Co Ltd,Liberia,Chittagong,Bangladesh,18-Jul
